Country,Year,TRD,EXP,IMP,DCPS,GDPC,FDIN,FDOF,POP,AGFF,MANF,PSAV,GOVE,GDPG,FDI,FIAI,FIDI,FIEI,FII,FMAI,FMDI,FMEI,FMI
Indonesia,2018,43.07,21,22.07,38.81,3902.66,1.81,0.61,267066843,12.81,19.86,26.42,59.05,5.17,0.36,0.43,0.14,0.65,0.42,0.35,0.24,0.27,0.29
Indonesia,2019,37.63,18.59,19.04,38.37,4151.23,2.23,0.4,269582878,12.71,19.7,26.89,59.52,5.02,0.36,0.42,0.15,0.64,0.42,0.34,0.24,0.28,0.29
Indonesia,2020,32.97,17.33,15.64,38.68,3895.62,1.81,0.48,271857970,13.7,19.87,28.3,63.81,-2.07,0.36,0.41,0.15,0.62,0.41,0.34,0.26,0.33,0.31
Indonesia,2021,40.2,21.41,18.79,36.99,4334.22,1.79,0.33,273753191,13.28,19.24,27.36,64.76,3.7,0.36,0.4,0.16,0.63,0.41,0.34,0.24,0.33,0.3
Italy,1980,42.97,20.19,22.79,..,8456.92,0.12,0.15,56433883,..,..,..,..,3.43,0.17,0.34,0.13,0.28,0.28,0.05,0.03,0.09,0.05
Italy,1981,45.28,21.67,23.62,..,7622.83,0.26,0.32,56501675,..,..,..,..,0.84,0.21,0.42,0.16,0.36,0.35,0.06,0.04,0.11,0.07
Italy,1982,43.51,21.12,22.39,..,7556.52,0.14,0.22,56543548,..,..,..,..,0.41,0.21,0.42,0.17,0.36,0.35,0.07,0.04,0.11,0.07
Italy,1983,40.19,20.33,19.86,..,7832.58,0.27,0.46,56564074,..,..,..,..,1.17,0.23,0.45,0.18,0.39,0.37,0.07,0.04,0.12,0.07
Italy,1984,42.44,21,21.43,..,7739.72,0.3,0.43,56576718,..,..,..,..,3.23,0.3,0.59,0.23,0.48,0.48,0.1,0.05,0.15,0.1
Italy,1985,42.64,21.11,21.52,..,7990.69,0.24,0.38,56593071,..,..,..,..,2.8,0.39,0.77,0.33,0.57,0.63,0.14,0.08,0.22,0.14
Italy,1986,36.16,18.7,17.46,..,11315.02,-0.02,0.38,56596155,..,..,..,..,2.86,0.42,0.8,0.36,0.59,0.66,0.17,0.11,0.23,0.17
Italy,1987,35.56,17.98,17.58,..,14234.73,0.52,0.26,56601931,..,..,..,..,3.19,0.4,0.78,0.34,0.57,0.64,0.15,0.09,0.22,0.15
Italy,1988,35.11,17.58,17.53,..,15744.66,0.76,0.53,56629288,..,..,..,..,4.19,0.36,0.68,0.27,0.49,0.54,0.17,0.09,0.23,0.16
Italy,1989,37.05,18.52,18.54,..,16386.66,0.24,0.23,56671781,..,..,..,..,3.39,0.38,0.68,0.27,0.54,0.56,0.18,0.11,0.25,0.18
Italy,1990,36.32,18.26,18.06,..,20825.78,0.55,0.63,56719240,3.18,20.02,..,..,1.99,0.35,0.64,0.25,0.54,0.53,0.17,0.09,0.23,0.16
Italy,1991,33.88,17.04,16.84,..,21956.53,0.19,0.61,56758521,3.24,19.1,..,..,1.54,0.36,0.65,0.26,0.54,0.54,0.15,0.1,0.24,0.16
Italy,1992,34.91,17.48,17.43,..,23243.47,0.24,0.32,56797087,3.12,18.58,..,..,0.83,0.36,0.69,0.27,0.53,0.56,0.15,0.08,0.21,0.15
Italy,1993,37.76,20.4,17.36,..,18738.76,0.35,0.68,56831821,3,18.4,..,..,-0.85,0.39,0.7,0.29,0.51,0.56,0.2,0.12,0.3,0.21
Italy,1994,40.46,21.87,18.58,..,19337.63,0.2,0.48,56843400,2.99,18.68,..,..,2.15,0.44,0.73,0.31,0.5,0.58,0.28,0.16,0.42,0.28
Italy,1995,45.68,24.67,21.01,..,20664.55,0.41,0.6,56844303,2.98,19,..,..,2.89,0.48,0.75,0.33,0.5,0.6,0.32,0.2,0.5,0.34
Italy,1996,42.88,23.7,19.17,..,23081.6,0.27,0.66,56860281,2.97,18.65,86.7,78.14,1.27,0.49,0.75,0.33,0.51,0.6,0.35,0.22,0.54,0.36
Italy,1997,44.59,24.15,20.44,..,21829.35,0.3,0.84,56890372,2.86,18.46,..,..,1.83,0.56,0.78,0.39,0.49,0.64,0.43,0.29,0.68,0.46
Italy,1998,45.09,24.06,21.03,..,22318.14,0.21,0.98,56906744,2.77,18.36,90.96,78.69,1.81,0.61,0.8,0.45,0.53,0.68,0.5,0.27,0.78,0.51
Italy,1999,44.62,23.2,21.42,..,22005.05,0.55,0.02,56916317,2.72,17.83,..,..,1.63,0.71,0.83,0.52,0.55,0.73,0.56,0.49,0.91,0.65
Italy,2000,50.41,25.63,24.78,..,20137.59,1.15,0.57,56942108,2.56,17.57,78.31,77.05,3.79,0.75,0.83,0.54,0.55,0.74,0.55,0.65,1,0.74
Italy,2001,50.03,25.65,24.39,60.35,20500.95,1.27,1.4,56974100,2.49,17.14,..,..,1.95,0.74,0.82,0.51,0.54,0.72,0.63,0.55,1,0.73
Italy,2002,48.06,24.41,23.65,62.06,22376.3,1.35,0.9,57059007,2.37,16.81,75.66,74.59,0.25,0.73,0.83,0.53,0.52,0.72,0.59,0.53,1,0.71
Italy,2003,46.15,23.3,22.85,65.33,27526.32,1.24,0.14,57313203,2.36,16.13,59.8,75.68,0.14,0.74,0.84,0.55,0.52,0.74,0.55,0.55,1,0.7
Italy,2004,47.43,24.01,23.42,67.73,31317.2,1.11,0.79,57685327,2.35,15.9,54.85,73.13,1.42,0.74,0.83,0.55,0.51,0.73,0.56,0.58,1,0.71
Italy,2005,49.3,24.6,24.7,70.85,32055.09,1.98,2.81,57969484,2.03,15.55,63.11,69.61,0.82,0.74,0.83,0.54,0.55,0.74,0.53,0.6,1,0.71
Italy,2006,53.17,26.17,26.99,75.77,33529.73,2.92,3.02,58143979,1.95,15.61,62.32,64.88,1.79,0.76,0.85,0.53,0.56,0.75,0.54,0.69,1,0.75
Italy,2007,55.06,27.36,27.7,81.8,37870.75,2.98,5.42,58438310,1.9,15.96,60.39,58.74,1.49,0.77,0.88,0.49,0.57,0.75,0.57,0.71,1,0.77
Italy,2008,54.49,26.86,27.63,83.69,40944.91,-0.39,2.81,58826731,1.87,15.47,65.38,62.62,-0.96,0.75,0.94,0.44,0.58,0.75,0.55,0.63,1,0.73
Italy,2009,45.42,22.4,23.02,87.56,37226.76,0.75,0.83,59095365,1.8,13.71,54.5,66.99,-5.28,0.78,0.97,0.52,0.56,0.79,0.58,0.63,1,0.74
Italy,2010,52.01,25.07,26.93,93.05,36035.64,0.46,1.44,59277417,1.78,14.23,62.56,67.46,1.71,0.76,0.94,0.53,0.56,0.79,0.51,0.57,1,0.7
Italy,2011,55.15,26.87,28.27,94.06,38649.64,1.5,2.26,59379449,1.88,14.21,62.56,65.88,0.71,0.74,0.95,0.48,0.48,0.74,0.53,0.57,1,0.7
Italy,2012,55.65,28.38,27.28,93.76,35051.52,0,0.33,59539717,1.97,13.85,63.03,66.35,-2.98,0.76,0.94,0.48,0.49,0.75,0.63,0.59,1,0.74
Italy,2013,54.87,28.63,26.23,90.84,35560.08,0.91,0.95,60233948,2.14,13.88,63.98,68.72,-1.84,0.74,0.91,0.52,0.43,0.73,0.54,0.61,1,0.72
Italy,2014,55.32,29.11,26.21,88.65,35565.72,0.79,0.95,60789140,2,13.98,60.48,70.67,0,0.76,0.91,0.53,0.47,0.75,0.56,0.68,1,0.75
Italy,2015,56.42,29.72,26.7,87.33,30242.39,0.72,0.84,60730582,2.07,14.4,58.57,70.48,0.78,0.78,0.92,0.54,0.49,0.76,0.57,0.7,1,0.76
Italy,2016,55.37,29.33,26.04,84.94,30960.73,1.37,0.73,60627498,1.93,14.79,58.57,71.9,1.29,0.76,0.91,0.53,0.44,0.74,0.55,0.67,1,0.74
Italy,2017,58.6,30.73,27.87,80.78,32406.72,0.57,0.6,60536709,1.97,14.91,57.62,69.05,1.67,0.79,0.91,0.53,0.52,0.76,0.7,0.68,1,0.8
Italy,2018,60.3,31.35,28.95,76.72,34622.17,2.12,1.85,60421760,1.95,15.01,57.08,67.62,0.93,0.77,0.88,0.52,0.53,0.75,0.66,0.63,1,0.76
Italy,2019,59.88,31.6,28.28,73.74,33673.75,1.78,1.86,59729081,1.91,14.88,58.96,68.57,0.48,0.77,0.86,0.52,0.51,0.73,0.68,0.64,1,0.78
Italy,2020,55.27,29.43,25.83,83.09,31922.92,-0.9,0.25,59438851,2.01,14.59,58.02,65.24,-8.97,0.79,0.84,0.56,0.48,0.73,0.72,0.69,1,0.81
Italy,2021,61.91,32.07,29.84,76.85,36449.26,1.16,2.55,59133173,1.9,15.53,63.68,64.29,8.31,0.77,0.79,0.54,0.54,0.72,0.72,0.63,1,0.78
Japan,1980,26.65,12.85,13.8,124.51,9668.75,0.02,0.21,116807000,..,..,..,..,2.82,0.51,0.74,0.5,0.74,0.74,0.04,0.15,0.59,0.26
Japan,1981,27.05,13.82,13.22,127.49,10583.13,0.02,0.39,117661000,..,..,..,..,4.26,0.54,0.75,0.51,0.75,0.75,0.04,0.17,0.76,0.32
Japan,1982,26.72,13.63,13.09,132.56,9779.97,0.04,0.39,118480000,..,..,..,..,3.28,0.51,0.78,0.53,0.76,0.77,0.04,0.15,0.52,0.24
Japan,1983,24.52,13.01,11.51,136.97,10652.01,0.03,0.28,119307000,..,..,..,..,3.63,0.55,0.81,0.54,0.76,0.79,0.06,0.2,0.62,0.29
Japan,1984,25.8,14.1,11.7,139.73,11207.45,0,0.44,120083000,..,..,..,..,4.41,0.57,0.83,0.55,0.76,0.8,0.12,0.22,0.61,0.32
Japan,1985,24.11,13.62,10.49,143.29,11809.46,0.04,0.45,120837000,..,..,..,..,5.16,0.6,0.85,0.56,0.77,0.81,0.19,0.31,0.59,0.37
Japan,1986,17.8,10.7,7.1,148.98,17451.83,0.01,0.68,121482000,..,..,..,..,3.29,0.68,0.88,0.57,0.78,0.83,0.21,0.45,0.8,0.49
Japan,1987,16.79,9.75,7.04,164.6,21141.72,0.05,0.78,122069000,..,..,..,..,4.65,0.72,0.91,0.6,0.79,0.87,0.2,0.52,0.91,0.55
Japan,1988,16.89,9.41,7.48,173.49,25499.88,-0.02,1.13,122578000,..,..,..,..,6.66,0.71,0.93,0.62,0.8,0.88,0.17,0.53,0.83,0.52
Japan,1989,18.54,9.93,8.61,181.91,25265.95,-0.03,1.49,123069000,..,..,..,..,4.93,0.7,0.91,0.62,0.73,0.86,0.2,0.53,0.76,0.5
Japan,1990,19.34,10.05,9.29,186.99,25801.4,0.06,1.59,123478000,..,..,..,..,4.84,0.66,0.9,0.62,0.72,0.85,0.24,0.45,0.65,0.45
Japan,1991,17.76,9.62,8.14,186.66,29428.43,0.04,0.87,123964000,..,..,..,..,3.52,0.61,0.88,0.62,0.74,0.85,0.26,0.34,0.42,0.35
Japan,1992,17.02,9.52,7.5,190.37,31992.79,0.07,0.43,124425000,..,..,..,..,0.9,0.56,0.85,0.62,0.72,0.83,0.25,0.23,0.33,0.27
Japan,1993,15.72,8.91,6.81,193.81,36345.24,0,0.31,124829000,..,..,..,..,-0.46,0.58,0.85,0.63,0.71,0.83,0.25,0.27,0.39,0.3
Japan,1994,15.81,8.84,6.97,195.59,39933.52,0.02,0.36,125178000,1.89,23.47,..,..,1.08,0.58,0.86,0.62,0.7,0.83,0.24,0.29,0.37,0.3
Japan,1995,16.39,8.82,7.57,193.56,44197.62,0,0.41,125472000,1.65,23.47,..,..,2.63,0.57,0.86,0.62,0.66,0.82,0.24,0.27,0.4,0.31
Japan,1996,18.25,9.32,8.94,193.5,39150.04,0,0.54,125757000,1.65,23.36,88.3,81.42,3.13,0.62,0.86,0.62,0.7,0.83,0.36,0.29,0.49,0.38
Japan,1997,19.78,10.38,9.4,206.58,35638.23,0.06,0.53,126057000,1.53,23.35,..,..,0.98,0.64,0.88,0.62,0.65,0.82,0.42,0.26,0.62,0.43
Japan,1998,19,10.37,8.63,214.58,32423.76,0.06,0.48,126400000,1.6,22.84,93.09,82.51,-1.27,0.64,0.86,0.63,0.65,0.82,0.44,0.33,0.53,0.43
Japan,1999,18.13,9.81,8.32,217.76,36610.17,0.32,0.52,126631000,1.58,22.4,..,..,-0.33,0.7,0.89,0.63,0.72,0.85,0.45,0.51,0.56,0.51
Japan,2000,19.56,10.46,9.1,208.82,39169.36,0.22,0.91,126843000,1.52,22.45,88.36,85.79,2.76,0.74,0.9,0.62,0.7,0.84,0.41,0.45,0.97,0.61
Japan,2001,19.56,10.08,9.48,180.2,34406.18,0.11,0.82,127149000,1.37,21.12,..,..,0.39,0.7,0.89,0.56,0.66,0.8,0.39,0.4,0.93,0.57
Japan,2002,20.45,10.86,9.59,177.92,32820.79,0.28,0.74,127445000,1.38,20.71,88.89,82.16,0.04,0.71,0.87,0.56,0.64,0.79,0.4,0.43,1,0.6
Japan,2003,21.33,11.47,9.86,177.54,35387.04,0.19,0.76,127718000,1.3,20.92,82.91,85.41,1.54,0.74,0.88,0.58,0.71,0.82,0.41,0.52,0.97,0.64
Japan,2004,23.66,12.79,10.88,170.77,38298.98,0.15,0.83,127761000,1.23,21.12,82.52,89.05,2.19,0.76,0.91,0.57,0.7,0.83,0.4,0.58,1,0.66
Japan,2005,26.23,13.82,12.41,168.9,37812.9,0.11,1.07,127773000,1.11,21.42,82.52,85.78,1.8,0.81,0.9,0.61,0.77,0.86,0.52,0.65,1,0.73
Japan,2006,30.02,15.66,14.36,166.64,35991.55,-0.05,1.26,127854000,1.08,21.4,90.82,91.71,1.37,0.83,0.9,0.61,0.74,0.86,0.61,0.7,1,0.77
Japan,2007,32.82,17.29,15.53,160.17,35779.02,0.47,1.59,128001000,1.05,21.88,82.61,88.83,1.48,0.84,0.9,0.63,0.73,0.86,0.64,0.72,1,0.79
Japan,2008,34.13,17.24,16.89,158.5,39876.3,0.48,2.23,128063000,1.05,21.27,77.4,88.35,-1.22,0.81,0.9,0.61,0.7,0.84,0.52,0.68,1,0.74
Japan,2009,24.39,12.42,11.97,165.6,41309,0.23,1.39,128047000,1.08,19.05,84.36,88.52,-5.69,0.82,0.9,0.66,0.73,0.87,0.47,0.7,1,0.73
Japan,2010,28.5,14.92,13.58,158.61,44968.16,0.13,1.38,128070000,1.11,20.77,77.73,90.91,4.1,0.82,0.9,0.66,0.73,0.87,0.48,0.72,1,0.74
Japan,2011,30.19,14.77,15.42,157.84,48760.08,-0.01,1.87,127833000,1.08,19.54,81.99,89.57,0.02,0.81,0.9,0.65,0.73,0.87,0.46,0.69,1,0.72
Japan,2012,30.47,14.41,16.06,158.24,49145.28,0.01,1.88,127629000,1.12,19.67,78.2,88.63,1.37,0.81,0.9,0.69,0.72,0.88,0.46,0.65,1,0.71
Japan,2013,33.98,15.78,18.19,161.52,40898.65,0.2,2.99,127445000,1.07,19.33,82.94,93.36,2.01,0.84,0.9,0.72,0.74,0.9,0.42,0.78,1,0.75
Japan,2014,37.43,17.42,20.01,162.52,38475.4,0.4,2.82,127276000,1,19.59,80,96.63,0.3,0.84,0.9,0.74,0.73,0.91,0.42,0.78,1,0.75
Japan,2015,35.43,17.44,17.99,161.78,34960.64,0.12,3.11,127141000,1.03,20.46,87.62,96.19,1.56,0.86,0.9,0.77,0.73,0.92,0.4,0.87,1,0.77
Japan,2016,31.31,16.06,15.25,162.35,39375.47,0.82,3.57,127076000,1.12,20.29,81.43,95.24,0.75,0.86,0.9,0.76,0.73,0.92,0.45,0.82,1,0.77
Japan,2017,34.42,17.59,16.83,167.63,38834.05,0.38,3.52,126972000,1.13,20.44,87.62,92.38,1.68,0.9,0.9,0.8,0.73,0.93,0.59,0.85,1,0.83
Japan,2018,36.61,18.31,18.29,167.35,39751.13,0.5,3.18,126811000,1.04,20.62,87.26,93.81,0.64,0.89,0.9,0.8,0.73,0.93,0.59,0.84,1,0.82
Japan,2019,35.22,17.46,17.75,175.36,40415.96,0.78,5.05,126633000,1.04,20.22,83.49,92.86,-0.4,0.91,0.9,0.84,0.71,0.94,0.6,0.88,1,0.84
Japan,2020,31.33,15.53,15.8,193.49,40040.77,1.24,2.97,126261000,1.07,20.05,85.38,92.38,-4.15,0.93,0.9,0.88,0.72,0.96,0.61,0.93,1,0.87
Japan,2021,36.77,18.13,18.65,193.74,40058.54,0.7,4.17,125681593,1.01,20.86,84.91,89.05,2.56,0.89,0.9,0.69,0.73,0.88,0.62,0.9,1,0.86
Mexico,1980,22.43,10.14,12.29,..,3036.36,1.02,0,67705186,6.32,18.34,..,..,8.76,0.37,0.19,0.08,0.89,0.36,0.12,0.01,1,0.36
Mexico,1981,22.12,9.86,12.26,..,3810.25,1.17,0.01,69233769,6.36,17.91,..,..,9.59,0.37,0.2,0.08,0.9,0.36,0.15,0.01,1,0.37
Mexico,1982,24.13,14.43,9.71,..,2612.67,1.03,0.05,70656783,5.37,16.96,..,..,-0.05,0.28,0.15,0.06,0.81,0.31,0.15,0.01,0.56,0.23
Mexico,1983,27.1,18.12,8.98,..,2166.57,1.4,-0.02,72080310,5.94,17.46,..,..,-4.62,0.23,0.13,0.05,0.73,0.28,0.16,0.02,0.38,0.18
Mexico,1984,25.67,16.57,9.11,..,2506.89,0.84,0.03,73489654,6.42,18.51,..,..,3.51,0.28,0.14,0.06,0.78,0.3,0.16,0.02,0.62,0.25
Mexico,1985,24.33,14.57,9.76,..,2607.66,1.02,0.11,74872006,6.54,19.15,..,..,1.92,0.33,0.13,0.05,0.74,0.28,0.16,0.02,0.96,0.36
Mexico,1986,29.61,16.68,12.92,..,1765.26,1.78,0.24,76224365,6.81,20.28,..,..,-3.93,0.33,0.13,0.06,0.75,0.28,0.2,0.03,0.9,0.36
Mexico,1987,31.26,18.54,12.73,..,1902.46,1.79,-0.02,77553504,6.42,20.92,..,..,2.06,0.35,0.13,0.05,0.74,0.28,0.2,0.05,1,0.4
Mexico,1988,38.79,20.1,18.69,..,2302.02,1.59,0.02,78892015,6.48,22.1,..,..,1.22,0.27,0.12,0.05,0.7,0.26,0.21,0.04,0.62,0.28
Mexico,1989,38.33,19.13,19.2,..,2759.48,1.43,0.05,80233749,6.45,20.23,..,..,3.63,0.28,0.13,0.07,0.65,0.26,0.21,0.06,0.62,0.28
Mexico,1990,38.52,18.7,19.82,..,3196.92,1.01,0.09,81720428,6.67,19.14,..,..,5.25,0.26,0.14,0.08,0.46,0.22,0.24,0.09,0.56,0.28
Mexico,1991,35.79,16.43,19.35,..,3756.85,1.52,0.06,83351595,6.5,18.91,..,..,3.98,0.26,0.17,0.09,0.58,0.27,0.24,0.14,0.38,0.25
Mexico,1992,35.55,15.26,20.3,..,4272.79,1.21,0.18,84993164,6,18.54,..,..,3.57,0.3,0.19,0.12,0.61,0.3,0.29,0.16,0.39,0.28
Mexico,1993,26.16,11.6,14.57,..,6118.53,0.83,-0.02,86648447,4.79,20.54,..,..,2.87,0.3,0.19,0.11,0.63,0.3,0.31,0.18,0.38,0.29
Mexico,1994,29.16,12.75,16.4,..,6268.72,1.98,0.19,88314424,4.36,19.71,..,..,4.39,0.33,0.23,0.13,0.61,0.32,0.31,0.14,0.54,0.33
Mexico,1995,43.67,22.87,20.8,..,4225.4,2.51,..,89969572,4.13,21.17,..,..,-5.91,0.3,0.2,0.1,0.48,0.26,0.36,0.17,0.47,0.32
Mexico,1996,47.77,24.72,23.04,..,4718.57,2.13,..,91586555,4.58,22.21,20.74,62.3,6.22,0.3,0.19,0.08,0.44,0.24,0.39,0.18,0.5,0.35
Mexico,1997,46.49,23.26,23.24,20.31,5617.43,2.45,..,93183094,4.22,22.36,..,..,7.2,0.3,0.21,0.11,0.53,0.28,0.37,0.19,0.41,0.32
Mexico,1998,48.03,23.22,24.81,17.93,5882.42,2.29,..,94767284,3.91,22.22,30.85,65.03,6.19,0.28,0.19,0.11,0.49,0.26,0.35,0.14,0.38,0.28
Mexico,1999,48.01,23.42,24.6,15.54,6552.66,2.21,..,96334810,3.49,21.26,..,..,2.76,0.26,0.19,0.1,0.44,0.24,0.38,0.17,0.28,0.27
Mexico,2000,49.91,24.23,25.68,14.35,7581.85,2.48,..,97873442,3.16,21.04,39.15,62.3,5.03,0.3,0.2,0.11,0.5,0.27,0.43,0.14,0.44,0.33
Mexico,2001,44.74,21.54,23.2,12.24,8009.16,3.78,0.55,99394288,3.23,20.03,..,..,-0.45,0.33,0.22,0.11,0.53,0.29,0.45,0.14,0.52,0.36
Mexico,2002,45.21,21.85,23.36,14.18,8032.99,2.49,-0.37,100917081,3.11,19.23,45.5,60.54,-0.24,0.29,0.25,0.12,0.53,0.3,0.41,0.12,0.3,0.27
Mexico,2003,48.7,23.66,25.04,14.64,7473.93,2.37,0.15,102429341,3.21,18.83,40.2,60,1.19,0.3,0.26,0.12,0.57,0.32,0.44,0.14,0.23,0.26
Mexico,2004,52.04,25.1,26.94,14.11,7883.52,3.07,0.56,103945813,3.19,18.85,38.35,58.21,3.57,0.32,0.26,0.13,0.56,0.32,0.46,0.17,0.32,0.31
Mexico,2005,52.56,25.49,27.08,15.31,8702.11,2.74,0.64,105442402,2.95,18.08,33.5,55.88,2.11,0.34,0.27,0.13,0.67,0.35,0.47,0.19,0.28,0.31
Mexico,2006,54.48,26.55,27.93,18.35,9545.29,2.17,0.65,106886790,2.94,19,26.57,57.07,4.81,0.33,0.29,0.15,0.38,0.29,0.57,0.22,0.29,0.36
Mexico,2007,55.26,26.78,28.48,20.44,10178.44,2.81,0.76,108302973,3.04,18.26,23.67,57.28,2.08,0.38,0.32,0.16,0.58,0.36,0.53,0.24,0.37,0.38
Mexico,2008,56.37,27.02,29.35,19.76,10589.95,2.56,0.06,109684489,3.03,18.17,19.23,58.74,0.94,0.38,0.35,0.15,0.61,0.38,0.52,0.18,0.45,0.38
Mexico,2009,54.59,26.51,28.08,21.61,8495.65,2.08,1.24,111049428,3.1,17.43,22.27,59.33,-6.3,0.36,0.35,0.18,0.54,0.38,0.46,0.26,0.27,0.33
Mexico,2010,59.27,29.02,30.26,22.32,9823.16,2.76,1.62,112532401,3.09,17.84,23.22,59.33,4.97,0.38,0.36,0.19,0.59,0.4,0.48,0.27,0.3,0.35
Mexico,2011,62.16,30.44,31.72,23.58,10766.61,1.94,0.94,114150481,2.98,17.72,26.07,62.56,3.44,0.37,0.37,0.19,0.57,0.39,0.47,0.23,0.3,0.33
Mexico,2012,64.26,31.54,32.72,24.93,10842.73,1.45,1.5,115755909,3.05,18.8,24.64,63.03,3.55,0.38,0.39,0.21,0.59,0.42,0.43,0.27,0.28,0.33
Mexico,2013,62.69,30.76,31.94,27.86,11317.49,3.84,1.36,117290686,3.02,18.1,23.22,62.56,0.85,0.4,0.39,0.22,0.57,0.42,0.43,0.29,0.38,0.37
Mexico,2014,64.1,31.46,32.64,28.18,11490.02,2.08,0.41,118755887,3.03,18.23,17.62,58.17,2.5,0.38,0.39,0.22,0.5,0.4,0.42,0.27,0.33,0.34
Mexico,2015,70.41,34.16,36.25,30.83,10098.17,2.99,0.9,120149897,3.09,19.82,21.43,57.62,2.7,0.38,0.4,0.22,0.53,0.41,0.42,0.28,0.32,0.34
Mexico,2016,75.69,36.82,38.87,32.95,9152.74,3.5,0.71,121519221,3.25,19.87,23.81,54.76,1.77,0.4,0.4,0.23,0.55,0.42,0.41,0.31,0.35,0.36
Mexico,2017,76.95,37.51,39.44,34.34,9693.33,2.78,0.26,122839258,3.3,20.16,17.62,50,1.87,0.39,0.41,0.24,0.55,0.43,0.41,0.31,0.29,0.34
Mexico,2018,80.21,39.04,41.17,33.62,10130.32,3.01,0.97,124013861,3.3,20.19,22.64,42.38,1.97,0.39,0.42,0.24,0.55,0.43,0.44,0.28,0.3,0.34
Mexico,2019,77.4,38.5,38.9,35.56,10434.58,2.29,0.47,125085311,3.31,19.84,17.92,39.05,-0.28,0.39,0.43,0.26,0.56,0.45,0.42,0.28,0.25,0.32
Mexico,2020,76.88,39.25,37.63,36.94,8894.89,2.81,0.45,125998302,3.71,20.02,19.34,42.38,-8.65,0.41,0.42,0.29,0.61,0.47,0.39,0.33,0.26,0.33
Mexico,2021,83.31,40.68,42.63,35.16,10359.15,2.57,-0.02,126705138,3.79,20.85,23.11,37.62,5.84,0.4,0.41,0.28,0.62,0.47,0.41,0.29,0.26,0.32
Russia,1980,..,..,..,..,..,..,..,139010000,..,..,..,..,..,0,0,0,0,0,0,0,0,0
Russia,1981,..,..,..,..,..,..,..,139941000,..,..,..,..,..,0,0,0,0,0,0,0,0,0
Russia,1982,..,..,..,..,..,..,..,140823000,..,..,..,..,..,0,0,0,0,0,0,0,0,0
Russia,1983,..,..,..,..,..,..,..,141668000,..,..,..,..,..,0,0,0,0,0,0,0,0,0
Russia,1984,..,..,..,..,..,..,..,142745000,..,..,..,..,..,0,0,0,0,0,0,0,0,0
Russia,1985,..,..,..,..,..,..,..,143858000,..,..,..,..,..,0,0,0,0,0,0,0,0,0
Russia,1986,..,..,..,..,..,..,..,144894000,..,..,..,..,..,0,0,0,0,0,0,0,0,0
Russia,1987,..,..,..,..,..,..,..,145908000,..,..,..,..,..,0,0,0,0,0,0,0,0,0
Russia,1988,..,..,..,..,3778.02,..,..,146857000,..,..,..,..,..,0,0,0,0,0,0,0,0,0
Russia,1989,42.91,21.9,21.01,..,3429.65,..,..,147721000,15.6,..,..,..,..,0,0,0,0,0,0,0,0,0
Russia,1990,36.11,18.16,17.94,..,3494.06,..,..,147969407,15.46,..,..,..,-3,0.38,0.22,0.04,0.54,0.25,0.46,0.28,0.73,0.48
Russia,1991,26.26,13.27,12.99,..,3490.45,..,..,148394216,13.77,..,..,..,-5.05,0.43,0.25,0.04,0.6,0.29,0.5,0.33,0.86,0.56
Russia,1992,110.58,62.32,48.25,..,3098.8,0.25,0.34,148538197,7.26,..,..,..,-14.53,0.43,0.25,0.04,0.6,0.29,0.5,0.34,0.86,0.56
Russia,1993,68.7,38.2,30.49,..,2930.67,0.28,0.23,148458777,7.56,..,..,..,-8.67,0.43,0.24,0.04,0.58,0.28,0.5,0.33,0.86,0.56
Russia,1994,50.95,27.76,23.2,..,2662.1,0.17,0.08,148407912,6.11,..,..,..,-12.57,0.39,0.23,0.04,0.51,0.25,0.48,0.3,0.77,0.51
Russia,1995,55.18,29.29,25.89,..,2665.78,0.52,0.15,148375787,6.69,..,..,..,-4.14,0.33,0.2,0.03,0.36,0.2,0.43,0.27,0.69,0.46
Russia,1996,47.92,26.07,21.85,..,2643.93,0.66,0.24,148160129,6.55,..,12.23,37.7,-3.76,0.35,0.22,0.04,0.39,0.21,0.44,0.29,0.7,0.47
Russia,1997,47.26,24.73,22.53,..,2737.57,1.2,0.79,147915361,5.87,..,..,..,1.4,0.36,0.21,0.03,0.42,0.22,0.45,0.31,0.72,0.49
Russia,1998,55.77,31.22,24.55,..,1834.86,1.02,0.45,147670784,5.1,..,15.96,26.23,-5.3,0.36,0.22,0.04,0.37,0.22,0.45,0.33,0.73,0.5
Russia,1999,69.39,43.22,26.17,..,1330.76,1.66,1.12,147214776,6.58,..,..,..,6.4,0.43,0.26,0.07,0.44,0.26,0.51,0.4,0.88,0.59
Russia,2000,68.09,44.06,24.03,..,1771.59,1.03,1.22,146596869,5.75,..,10.58,27.87,10,0.46,0.3,0.09,0.37,0.27,0.51,0.43,0.97,0.63
Russia,2001,61.11,36.89,24.22,16.84,2100.35,0.93,0.83,145976482,5.88,..,..,..,5.1,0.48,0.4,0.13,0.44,0.35,0.52,0.39,0.87,0.59
Russia,2002,59.65,35.21,24.43,17.97,2377.53,1.01,1.02,145306497,5.57,15.19,24.87,44.32,4.7,0.47,0.42,0.12,0.51,0.37,0.53,0.36,0.79,0.56
Russia,2003,59.13,35.25,23.88,21.24,2975.12,1.84,2.26,144648618,5.5,14.37,14.57,38.92,7.3,0.5,0.44,0.14,0.5,0.39,0.57,0.39,0.84,0.6
