Country,Year,TRD,EXP,IMP,DCPS,GDPC,FDIN,FDOF,POP,AGFF,MANF,PSAV,GOVE,GDPG,FDI,FIAI,FIDI,FIEI,FII,FMAI,FMDI,FMEI,FMI
Turkey,1981,21.14,8.24,12.9,..,1582.42,0.13,0,44981877,24.16,19.44,..,..,4.86,0,0,0,0,0,0,0,0,0
Turkey,1982,26.88,11.86,15.02,..,1400.86,0.09,0,45949991,22.35,20,..,..,3.56,0,0,0,0,0,0,0,0,0
Turkey,1983,29.03,12.47,16.56,..,1314.23,0.07,0,47026425,20.92,19.1,..,..,4.97,0,0,0,0,0,0,0,0,0
Turkey,1984,35.28,15.61,19.67,..,1245.93,0.19,0,48106764,21.2,18.06,..,..,6.71,0,0,0,0,0,0,0,0,0
Turkey,1985,34.83,15.86,18.97,..,1367.2,0.15,0,49175673,19.69,18.25,..,..,4.24,0.09,0.04,0.01,0.3,0.1,0.06,0.02,0.13,0.07
Turkey,1986,29.41,13.31,16.1,..,1506.71,0.17,0,50223885,19.51,22.2,..,..,7.01,0.15,0.08,0.02,0.44,0.16,0.12,0.04,0.25,0.13
Turkey,1987,33.34,15.58,17.76,..,1701.26,0.13,0.01,51250152,17.82,21.84,..,..,9.49,0.22,0.12,0.03,0.6,0.22,0.18,0.06,0.39,0.2
Turkey,1988,36.21,18.65,17.55,..,1738.38,0.39,0,52275890,17.26,22.96,..,..,2.32,0.2,0.12,0.03,0.46,0.19,0.18,0.07,0.39,0.21
Turkey,1989,33.98,16.2,17.78,..,2009.69,0.62,0,53305234,16.59,23.12,..,..,0.29,0.21,0.11,0.02,0.44,0.18,0.2,0.07,0.43,0.23
Turkey,1990,30.94,13.37,17.58,..,2773.27,0.47,0.01,54324142,17.48,21.96,..,..,9.27,0.2,0.11,0.02,0.48,0.19,0.17,0.06,0.38,0.2
Turkey,1991,30.48,13.84,16.63,..,2730.14,0.54,0.02,55321172,15.25,22.17,..,..,0.72,0.19,0.11,0.03,0.36,0.16,0.19,0.07,0.41,0.22
Turkey,1992,31.74,14.39,17.35,..,2825.92,0.53,0.04,56302037,14.98,21.64,..,..,5.04,0.22,0.12,0.03,0.46,0.19,0.22,0.08,0.48,0.25
Turkey,1993,33.02,13.67,19.34,..,3148.84,0.38,0.03,57296008,15.42,20.81,..,..,7.65,0.25,0.13,0.03,0.49,0.2,0.25,0.1,0.54,0.29
Turkey,1994,41.75,21.36,20.38,..,2240.61,0.47,0.04,58310245,15.46,22.06,..,..,-4.67,0.32,0.13,0.03,0.42,0.18,0.27,0.13,1,0.45
Turkey,1995,44.24,19.89,24.35,..,2855.04,0.52,0.07,59305490,15.69,22.57,..,..,7.88,0.33,0.12,0.03,0.41,0.17,0.28,0.17,1,0.47
Turkey,1996,49.37,21.54,27.83,..,3009.67,0.4,0.06,60293786,16.85,21.14,10.64,55.74,7.38,0.34,0.13,0.03,0.48,0.2,0.3,0.14,1,0.47
Turkey,1997,54.97,24.58,30.39,..,3098.67,0.42,0.13,61277426,14.46,21.57,..,..,7.58,0.32,0.13,0.04,0.32,0.16,0.37,0.2,0.88,0.47
Turkey,1998,40.4,20.67,19.73,..,4433.36,0.34,0.13,62242204,12.45,22.27,12.23,46.45,2.4,0.29,0.1,0.03,0.09,0.08,0.38,0.15,1,0.49
Turkey,1999,37.66,18.81,18.85,..,4057.82,0.31,0.25,63185615,10.46,20,..,..,-3.26,0.3,0.1,0.03,0.26,0.13,0.41,0.26,0.74,0.46
Turkey,2000,42.35,19.88,22.47,..,4278.26,0.36,0.32,64113547,10.03,18.71,21.16,55.19,6.93,0.38,0.1,0.04,0.4,0.17,0.38,0.36,1,0.58
Turkey,2001,49.87,27.18,22.69,..,3100.46,1.66,0.25,65072018,8.79,17.71,..,..,-5.75,0.33,0.1,0.04,0.22,0.12,0.39,0.25,1,0.53
Turkey,2002,47.98,25.11,22.88,..,3640.76,0.45,0.06,65988663,10.19,16.93,21.69,57.84,6.45,0.36,0.11,0.05,0.52,0.21,0.35,0.2,1,0.5
Turkey,2003,46.23,23.01,23.22,..,4704.77,0.54,0.15,66867327,9.8,17.11,25.13,57.3,5.76,0.37,0.12,0.06,0.46,0.2,0.37,0.22,1,0.52
Turkey,2004,48.83,23.62,25.2,..,6031.79,0.68,0.19,67785075,9.33,16.95,20.87,56.72,9.8,0.37,0.13,0.06,0.45,0.2,0.36,0.24,1,0.52
Turkey,2005,46.14,21.88,24.27,..,7369.43,1.98,0.21,68704715,9.17,16.9,27.67,58.33,8.99,0.42,0.29,0.06,0.55,0.3,0.35,0.27,1,0.53
Turkey,2006,48.76,22.39,26.37,..,8003.81,3.62,0.17,69601333,8.09,17.06,27.05,58.05,6.95,0.43,0.31,0.06,0.55,0.31,0.33,0.28,1,0.53
Turkey,2007,47.85,21.89,25.96,..,9711.22,3.24,0.31,70158112,7.46,16.8,19.81,65.05,5.04,0.45,0.34,0.06,0.57,0.33,0.36,0.35,1,0.56
Turkey,2008,50.55,23.57,26.98,33.38,10843.5,2.58,0.33,71051678,7.42,16.26,18.75,63.11,0.82,0.43,0.39,0.05,0.56,0.34,0.37,0.2,1,0.51
Turkey,2009,46.79,23.37,23.42,37.08,9013,1.32,0.24,72039206,8.07,15.16,15.64,62.68,-4.82,0.46,0.41,0.06,0.58,0.36,0.33,0.34,1,0.55
Turkey,2010,46.69,21.19,25.5,44.36,10622.7,1.17,0.19,73142150,8.97,15.05,18.96,64.11,8.43,0.47,0.44,0.05,0.58,0.37,0.32,0.36,1,0.56
Turkey,2011,53.3,22.99,30.31,49.06,11300.79,1.93,0.28,74223629,8.17,16.45,18.48,64.93,11.2,0.46,0.48,0.05,0.56,0.38,0.31,0.3,1,0.53
Turkey,2012,52.83,24.36,28.47,51.84,11713.28,1.56,0.47,75175827,7.69,15.83,12.8,65.88,4.79,0.47,0.51,0.05,0.57,0.39,0.3,0.32,1,0.53
Turkey,2013,52.53,23.79,28.73,60.25,12578.19,1.42,0.38,76147624,6.68,16.28,10.9,65.88,8.49,0.49,0.56,0.05,0.56,0.42,0.36,0.28,1,0.54
Turkey,2014,53.77,25.21,28.56,63.47,12165.22,1.42,0.75,77181884,6.56,16.77,11.9,68.27,4.94,0.5,0.58,0.05,0.57,0.43,0.37,0.3,1,0.55
Turkey,2015,51.09,24.53,26.56,66.48,11050,2.23,0.59,78218479,6.87,16.7,9.05,62.38,6.08,0.49,0.59,0.05,0.58,0.43,0.28,0.32,1,0.53
Turkey,2016,48.33,23.08,25.24,69.37,10970.05,1.59,0.36,79277962,6.14,16.6,4.76,53.33,3.32,0.48,0.57,0.06,0.59,0.43,0.28,0.29,1,0.51
Turkey,2017,55.76,26.04,29.72,70.48,10695.55,1.3,0.31,80312698,6.04,17.59,7.14,54.29,7.5,0.5,0.56,0.06,0.61,0.43,0.34,0.34,1,0.55
Turkey,2018,62.61,31.23,31.38,67.5,9568.84,1.6,0.46,81407204,5.79,19.08,10.38,49.52,3.01,0.5,0.57,0.06,0.6,0.43,0.32,0.34,1,0.55
Turkey,2019,63.19,33.07,30.12,65.51,9215.44,1.25,0.4,82579440,6.4,18.38,9.91,50.95,0.82,0.5,0.56,0.07,0.58,0.43,0.32,0.36,1,0.55
Turkey,2020,61.34,29.12,32.22,75.15,8638.74,1.07,0.45,83384680,6.67,19.14,12.74,47.14,1.86,0.51,0.54,0.07,0.57,0.42,0.3,0.45,1,0.58
Turkey,2021,71.08,35.74,35.34,72.35,9743.21,1.57,0.79,84147318,5.53,22.24,11.79,48.57,11.44,0.5,0.53,0.07,0.59,0.42,0.27,0.42,1,0.56
United Kingdom,1980,51.29,26.89,24.41,26.22,10032.06,1.79,1.99,56314216,..,..,..,..,-2.03,0.49,0.64,0.31,0.75,0.61,0.08,0.04,1,0.36
United Kingdom,1981,49.37,26.24,23.13,30.86,9599.31,1.09,2.25,56333829,..,..,..,..,-0.79,0.38,0.64,0.37,0.68,0.62,0.08,0.11,0.21,0.14
United Kingdom,1982,49.6,25.89,23.7,34.05,9146.08,1.05,1.39,56313641,..,..,..,..,1.99,0.4,0.67,0.41,0.68,0.65,0.08,0.12,0.21,0.14
United Kingdom,1983,50.8,26.02,24.77,37.07,8691.52,1.06,1.67,56332848,..,..,..,..,4.22,0.43,0.7,0.44,0.68,0.68,0.09,0.15,0.23,0.16
United Kingdom,1984,55.39,27.82,27.57,42.24,8179.19,-0.08,1.73,56422072,..,..,..,..,2.27,0.48,0.77,0.5,0.71,0.74,0.14,0.18,0.25,0.19
United Kingdom,1985,54.93,28.18,26.75,43.91,8652.22,1.12,2.17,56550268,..,..,..,..,4.15,0.52,0.79,0.52,0.73,0.76,0.2,0.27,0.27,0.25
United Kingdom,1986,50.51,25.1,25.41,77.61,10611.11,1.42,2.83,56681396,..,..,..,..,3.15,0.53,0.79,0.52,0.72,0.76,0.22,0.31,0.29,0.28
United Kingdom,1987,49.88,24.61,25.27,82.77,13118.59,1.75,3.88,56802050,..,..,..,..,5.39,0.64,0.77,0.56,0.68,0.76,0.21,0.5,0.78,0.5
United Kingdom,1988,47.34,22.16,25.18,91.58,15987.17,2.9,4.57,56928327,..,..,..,..,5.73,0.57,0.72,0.62,0.56,0.73,0.26,0.37,0.51,0.38
United Kingdom,1989,48.66,22.63,26.03,102.93,16239.28,2.92,3.39,57076711,..,..,..,..,2.58,0.6,0.73,0.69,0.67,0.8,0.25,0.41,0.48,0.39
United Kingdom,1990,48.23,23.32,24.91,104.81,19095.47,3.78,2.56,57247586,1.26,16.49,..,..,0.73,0.59,0.75,0.71,0.67,0.81,0.21,0.36,0.44,0.34
United Kingdom,1991,45.3,22.59,22.71,102.33,19900.73,2.03,2.06,57424897,1.23,16.09,..,..,-1.1,0.6,0.74,0.68,0.68,0.8,0.27,0.4,0.42,0.37
United Kingdom,1992,46.29,22.92,23.37,101.68,20487.17,1.95,2.22,57580402,1.22,15.87,..,..,0.4,0.59,0.72,0.7,0.67,0.8,0.24,0.38,0.42,0.35
United Kingdom,1993,49.73,24.82,24.91,99.88,18389.02,1.85,2.87,57718614,1.23,15.51,..,..,2.49,0.66,0.74,0.71,0.71,0.82,0.4,0.53,0.45,0.47
United Kingdom,1994,51.87,26.07,25.8,100.03,19709.24,1.72,3.83,57865745,1.28,16.22,..,..,3.85,0.71,0.84,0.78,0.69,0.88,0.41,0.56,0.51,0.5
United Kingdom,1995,51,25.78,25.22,97.33,23168.95,2.17,4.2,58019030,1.22,15.34,..,..,2.53,0.69,0.83,0.74,0.69,0.87,0.37,0.57,0.47,0.48
United Kingdom,1996,52.24,26.36,25.88,100.21,24406.4,2.28,2.94,58166950,1.06,15.14,78.72,96.72,2.58,0.71,0.83,0.77,0.68,0.87,0.43,0.66,0.42,0.52
United Kingdom,1997,50.97,25.77,25.2,102.06,26766.01,3.29,4.79,58316954,0.94,14.95,..,..,4.92,0.76,0.83,0.79,0.65,0.88,0.54,0.75,0.5,0.61
United Kingdom,1998,49.34,24.43,24.91,102.52,28274.5,6.64,9.55,58487141,0.94,14.39,78.19,94.54,3.41,0.79,0.83,0.8,0.67,0.88,0.57,0.8,0.56,0.66
United Kingdom,1999,49.63,24.31,25.33,105.46,28762.09,7.7,14.36,58682466,0.84,13.79,..,..,3.07,0.82,0.83,0.81,0.66,0.89,0.63,0.85,0.59,0.71
United Kingdom,2000,52.52,25.66,26.86,114.71,28280.93,9.85,17.53,58892514,0.82,13.28,81.48,92.9,4.32,0.89,0.83,0.84,0.69,0.91,0.63,0.92,0.88,0.83
United Kingdom,2001,52.82,25.55,27.27,119.8,27906.57,3.4,4.69,59119673,0.76,12.48,..,..,2.58,0.91,0.81,0.84,0.67,0.89,0.67,0.94,1,0.89
United Kingdom,2002,51.38,24.51,26.87,124.87,30077.74,5.03,6.77,59370479,0.89,12.12,69.31,92.43,1.79,0.84,0.78,0.83,0.68,0.88,0.61,0.94,0.7,0.77
United Kingdom,2003,50.24,24.06,26.18,129.64,34442.69,1.75,4,59647577,0.85,11.56,54.27,91.89,3.15,0.87,0.84,0.85,0.69,0.92,0.68,0.99,0.63,0.79
United Kingdom,2004,50.45,24.07,26.38,137.13,40366.89,3.6,5.31,59987905,0.73,10.95,49.51,94.03,2.43,0.88,0.84,0.85,0.72,0.93,0.64,0.99,0.71,0.8
United Kingdom,2005,52.68,25.27,27.41,143.12,42104.79,9.93,6.29,60401206,0.54,10.51,50.49,95.1,2.74,0.89,0.83,0.86,0.71,0.92,0.72,0.99,0.7,0.83
United Kingdom,2006,56.91,27.51,29.4,154.1,44512.46,7.52,5.25,60846820,0.57,10.08,66.18,93.17,2.39,0.93,0.81,0.9,0.71,0.93,0.75,0.99,0.9,0.9
United Kingdom,2007,52.96,25.51,27.45,170.36,50397.69,6.78,11.98,61322463,0.56,9.67,66.18,92.72,2.62,0.96,0.81,0.91,0.74,0.94,0.75,0.99,1,0.93
United Kingdom,2008,56.7,27.51,29.19,191.17,47396.12,8.65,12.18,61806995,0.67,9.59,61.06,93.2,-0.23,0.88,0.81,0.84,0.67,0.89,0.6,0.88,1,0.84
United Kingdom,2009,55,26.88,28.12,192.44,38744.13,0.6,-2.01,62276270,0.68,9.07,48.34,90.91,-4.61,0.9,0.8,0.91,0.61,0.91,0.55,0.99,1,0.87
United Kingdom,2010,59.27,28.86,30.42,184.6,39598.96,2.68,2.19,62766365,0.59,9.45,60.19,92.82,2.24,0.91,0.79,0.94,0.63,0.92,0.53,0.99,1,0.86
United Kingdom,2011,63.57,31.39,32.18,170.37,42109.64,1.01,3.03,63258810,0.68,9.33,58.77,93.36,1.15,0.91,0.78,0.94,0.6,0.91,0.55,0.99,1,0.87
United Kingdom,2012,62.23,30.62,31.61,160.76,42497.34,1.73,0.44,63700215,0.63,9.35,59.72,93.36,1.51,0.9,0.76,0.99,0.56,0.91,0.58,0.99,0.93,0.85
United Kingdom,2013,62,30.29,31.71,149.55,43426.3,1.96,1.66,64128273,0.63,9.59,63.03,91,1.79,0.86,0.8,1,0.59,0.94,0.63,0.98,0.52,0.74
United Kingdom,2014,59.09,28.58,30.52,135.51,47439.62,1.92,-3.72,64602298,0.75,9.41,59.52,92.79,3.2,0.84,0.51,1,0.59,0.81,0.63,0.99,0.81,0.83
United Kingdom,2015,57.2,27.85,29.36,130.87,44964.39,1.55,-2.06,65116219,0.63,9.29,61.43,94.29,2.22,0.83,0.51,1,0.59,0.81,0.58,0.99,0.81,0.82
United Kingdom,2016,59.7,28.9,30.8,132.35,40985.24,12.08,1.22,65611593,0.58,9.11,58.1,92.38,1.92,0.82,0.51,1,0.58,0.81,0.54,0.99,0.81,0.8
United Kingdom,2017,63.12,30.89,32.23,133.27,40572.12,4.68,6.42,66058859,0.59,9.05,60.48,90.48,2.66,0.85,0.51,1,0.59,0.81,0.7,0.99,0.81,0.86
United Kingdom,2018,64.54,31.58,32.96,133.97,43203.81,-0.87,-1,66460344,0.57,8.95,50.47,88.57,1.4,0.85,0.51,1,0.6,0.81,0.69,0.99,0.81,0.85
United Kingdom,2019,64.67,31.63,33.03,132.56,42662.54,0.69,-0.75,66836327,0.6,8.8,62.26,90,1.64,0.85,0.49,1,0.6,0.81,0.69,0.99,0.81,0.85
United Kingdom,2020,58.77,29.69,29.08,146.99,40217.01,5.83,0.61,67081234,0.66,8.96,61.32,88.57,-10.36,0.84,0.44,1,0.6,0.79,0.69,0.99,0.81,0.85
United Kingdom,2021,59.35,29.6,29.75,138.46,46869.76,0.19,5.12,67026292,0.71,8.65,60.85,86.19,8.67,0.84,0.43,1,0.61,0.79,0.69,0.99,0.81,0.85
United States,1980,20.11,9.83,10.28,94.35,12574.79,0.59,0.67,227225000,..,..,..,..,-0.26,0.52,0.87,0.57,0.52,0.76,0.03,0.19,0.53,0.25
United States,1981,19.43,9.52,9.91,89.24,13976.11,0.8,0.32,229466000,..,..,..,..,2.54,0.55,0.94,0.61,0.57,0.82,0.04,0.17,0.56,0.26
United States,1982,17.54,8.47,9.07,92.61,14433.79,0.63,0.23,231664000,..,..,..,..,-1.8,0.57,0.93,0.61,0.56,0.82,0.07,0.2,0.66,0.31
United States,1983,16.67,7.62,9.04,96.11,15543.89,0.32,0.24,233792000,..,..,..,..,4.58,0.59,0.93,0.61,0.56,0.82,0.05,0.22,0.74,0.34
United States,1984,17.52,7.49,10.03,96.8,17121.23,0.62,0.32,235825000,..,..,..,..,7.24,0.62,0.94,0.62,0.57,0.83,0.09,0.22,0.85,0.38
United States,1985,16.6,6.99,9.62,103.68,18236.83,0.22,0.08,237924000,..,..,..,..,4.17,0.63,0.95,0.63,0.58,0.83,0.12,0.28,0.79,0.4
United States,1986,16.9,7.01,9.89,110.16,19071.23,0.68,0.43,240133000,..,..,..,..,3.46,0.68,0.95,0.63,0.58,0.84,0.13,0.35,1,0.49
United States,1987,17.97,7.5,10.48,112.62,20038.94,1.3,0.82,242289000,..,..,..,..,3.46,0.68,0.95,0.63,0.58,0.84,0.1,0.4,1,0.5
United States,1988,19.07,8.49,10.58,113.69,21417.01,1.09,0.41,244499000,..,..,..,..,4.18,0.65,0.96,0.64,0.58,0.84,0.1,0.31,0.87,0.42
United States,1989,19.42,8.94,10.48,117.54,22857.15,1.34,0.9,246819000,..,..,..,..,3.67,0.65,0.95,0.63,0.58,0.84,0.09,0.34,0.85,0.43
United States,1990,19.82,9.25,10.56,114.79,23888.6,1.19,1.01,249623000,..,..,..,..,1.89,0.62,0.94,0.62,0.57,0.82,0.09,0.29,0.81,0.39
United States,1991,19.79,9.66,10.13,119.18,24342.26,0.56,0.8,252981000,..,..,..,..,-0.11,0.59,0.92,0.6,0.55,0.81,0.1,0.33,0.64,0.36
United States,1992,19.95,9.71,10.24,118.24,25418.99,0.46,0.9,256514000,..,..,..,..,3.52,0.6,0.91,0.59,0.54,0.79,0.09,0.35,0.69,0.38
United States,1993,20.04,9.55,10.5,120.99,26387.29,0.73,1.21,259919000,..,..,..,..,2.75,0.67,0.85,0.58,0.39,0.72,0.47,0.5,0.81,0.59
United States,1994,21.06,9.89,11.16,120.18,27694.85,0.77,1.23,263126000,..,..,..,..,4.03,0.68,0.85,0.58,0.44,0.73,0.38,0.55,0.88,0.61
United States,1995,22.45,10.64,11.81,130.17,28690.88,0.9,1.44,266278000,..,..,..,..,2.68,0.75,0.85,0.59,0.5,0.76,0.45,0.72,0.92,0.71
United States,1996,22.69,10.75,11.94,137.67,29967.71,1.21,1.28,269394000,..,..,77.66,89.07,3.77,0.8,0.85,0.59,0.52,0.76,0.58,0.83,1,0.81
United States,1997,23.43,11.12,12.31,146.58,31459.14,1.42,1.42,272657000,1.34,16.09,..,..,4.45,0.83,0.85,0.6,0.51,0.77,0.61,0.94,1,0.87
United States,1998,22.83,10.52,12.31,157.8,32853.68,2.33,1.93,275854000,1.21,15.77,76.6,91.26,4.48,0.85,0.86,0.6,0.5,0.77,0.63,0.99,1,0.89
United States,1999,23.31,10.31,13,171.61,34515.39,3.24,2.57,279040000,1.15,15.46,..,..,4.79,0.87,0.85,0.61,0.5,0.76,0.76,0.99,1,0.93
United States,2000,25.1,10.69,14.41,162.62,36329.96,3.41,1.82,282162411,1.15,15.12,82.54,91.8,4.08,0.9,0.86,0.83,0.48,0.86,0.68,0.99,1,0.91
United States,2001,22.97,9.7,13.26,170.85,37133.62,1.63,1.38,284968955,1.13,13.92,..,..,0.95,0.91,0.86,0.85,0.5,0.88,0.7,0.99,1,0.92
United States,2002,22.29,9.13,13.15,162.4,37997.76,1.02,1.64,287625193,0.97,13.45,53.97,89.73,1.7,0.91,0.85,0.85,0.5,0.87,0.7,0.97,1,0.91
United States,2003,22.63,9.04,13.59,177.4,39490.27,1.02,1.7,290107933,1.12,13.32,46.73,89.73,2.8,0.92,0.87,0.85,0.51,0.89,0.69,0.99,1,0.91
United States,2004,24.45,9.63,14.82,184.81,41724.63,1.75,3.06,292805298,1.27,13.17,37.38,92.04,3.85,0.92,0.88,0.86,0.52,0.89,0.66,0.99,1,0.9
United States,2005,25.64,9.98,15.66,188.63,44123.41,1.09,0.4,295516599,1.15,12.98,43.69,90.2,3.48,0.91,0.89,0.85,0.51,0.89,0.65,0.99,1,0.9
United States,2006,26.98,10.64,16.33,198.28,46302,2.16,2.05,298379912,1.01,12.99,60.87,90.73,2.78,0.92,0.9,0.86,0.51,0.9,0.65,0.99,1,0.9
United States,2007,28.01,11.46,16.55,206.35,48050.22,2.39,3.62,301231207,1.08,12.77,57,93.2,2.01,0.92,0.91,0.85,0.5,0.9,0.67,0.99,1,0.91
United States,2008,29.87,12.43,17.44,185.13,48570.05,2.31,2.33,304093966,1.05,12.22,66.83,92.23,0.12,0.88,0.91,0.85,0.46,0.89,0.52,0.92,1,0.83
United States,2009,24.76,10.93,13.83,187.48,47194.94,1.11,2.16,306771529,0.96,11.7,61.61,90.43,-2.6,0.91,0.92,0.82,0.45,0.88,0.68,0.98,1,0.9
United States,2010,28.22,12.34,15.88,181.92,48650.64,1.75,2.32,309327143,1.03,11.91,60.66,91.87,2.71,0.91,0.92,0.81,0.51,0.88,0.68,0.99,1,0.91
United States,2011,30.84,13.56,17.28,174.47,50065.97,1.69,2.8,311583481,1.2,11.95,64.45,91.47,1.55,0.89,0.91,0.82,0.55,0.9,0.54,0.97,1,0.86
United States,2012,30.68,13.64,17.04,175.44,51784.42,1.54,2.32,313877662,1.15,11.86,66.35,90.52,2.28,0.91,0.91,0.82,0.54,0.89,0.61,0.99,1,0.88
United States,2013,30.01,13.58,16.42,184.57,53291.13,1.71,2.33,316059947,1.32,11.8,66.82,91.47,1.84,0.91,0.9,0.8,0.54,0.88,0.64,0.99,1,0.89
United States,2014,30,13.55,16.45,185.4,55123.85,1.44,2.21,318386329,1.17,11.66,65.71,89.42,2.29,0.91,0.88,0.8,0.62,0.9,0.63,0.99,1,0.89
United States,2015,27.82,12.47,15.35,180.73,56762.73,2.81,1.66,320738994,1.03,11.66,66.67,88.57,2.71,0.92,0.89,0.81,0.66,0.91,0.63,0.99,1,0.89
United States,2016,26.61,11.96,14.65,183.64,57866.74,2.54,1.6,323071755,0.94,11.22,59.05,90.48,1.67,0.91,0.88,0.81,0.64,0.9,0.61,0.99,1,0.89
United States,2017,27.31,12.26,15.05,191.63,59907.75,1.96,2.1,325122128,0.95,11.26,55.71,91.9,2.24,0.92,0.87,0.8,0.64,0.9,0.65,0.99,1,0.9
United States,2018,27.61,12.36,15.25,180.46,62823.31,1.05,-0.64,326838199,0.9,11.35,58.96,91.9,2.95,0.92,0.86,0.8,0.7,0.91,0.65,0.99,1,0.9
United States,2019,26.45,11.87,14.58,191.24,65120.39,1.48,0.54,328329953,0.84,11.06,52.36,90.48,2.29,0.92,0.86,0.8,0.69,0.9,0.65,0.99,1,0.9
United States,2020,23.39,10.21,13.18,215.78,63528.63,0.66,1.36,331511512,0.95,10.63,47.64,86.67,-2.77,0.91,0.85,0.81,0.63,0.89,0.65,0.99,1,0.9
United States,2021,25.56,10.94,14.62,216.31,70219.47,2.11,1.69,332031554,0.96,10.71,46.7,87.62,5.95,0.92,0.83,0.8,0.7,0.9,0.65,0.99,1,0.9
